,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,name_customer_enc,cust_payment_terms_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_createdate,month_of_createdate,year_of_createdate,day_of_due,month_of_due,year_of_due,clear_date,Aging Bucket
2325,200759878,2020.0,1930635716.0,6981.32,66,2386,32,12,3,2020,12,3,2020,27,3,2020,1969-12-31 18:16:28.447265652,
2326,200769623,2020.0,1930846949.0,21807.65,66,3000,32,2,5,2020,2,5,2020,17,5,2020,1970-01-02 17:04:02.656250017,0-15
2327,200705372,2020.0,1930676197.0,18929.01,66,1013,18,23,3,2020,23,3,2020,7,4,2020,1970-01-01 01:04:07.575683601,0-15
2328,200704858,2020.0,1930715970.0,30174.41,66,2970,31,31,3,2020,31,3,2020,4,6,2020,1970-01-03 03:19:50.703125004,0-15
2329,200762301,2020.0,1930751018.0,6309.34,66,443,24,5,4,2020,5,4,2020,20,4,2020,1969-12-31 23:32:37.535156270,
2330,200353024,2020.0,1930689540.0,157.44,66,733,36,24,3,2020,16,3,2020,8,4,2020,1969-12-28 09:40:00.281250008,
2331,200769623,2020.0,1930856495.0,10629.18,66,2998,32,4,5,2020,4,5,2020,19,5,2020,1970-01-02 17:04:02.656250019,0-15
2332,200936373,2020.0,1930730592.0,48346.55,66,2656,18,2,4,2020,2,4,2020,17,4,2020,1970-01-02 20:37:27.296875017,0-15
2333,100036538,2020.0,1930603325.0,9875.0,66,770,18,12,3,2020,12,3,2020,27,3,2020,1969-12-31 18:54:25.228515652,
2334,200740393,2020.0,1930801406.0,45431.78,66,1607,18,20,4,2020,20,4,2020,5,5,2020,1970-01-02 02:40:05.851562505,0-15
2335,140104331,2020.0,2960634412.0,6786.864,66,2919,5,12,5,2020,13,5,2020,23,5,2020,1970-01-15 01:58:57.125000023,0-15
2336,140104229,2020.0,2960630275.0,4783.799999999999,66,2919,5,24,4,2020,26,4,2020,6,5,2020,1970-01-15 01:58:57.125000006,0-15
2337,140103983,2020.0,1991839489.0,43781.81,66,906,50,13,3,2020,13,3,2020,12,5,2020,1970-01-02 18:03:41.343750012,0-15
2338,200705742,2020.0,1930874598.0,114022.52,66,845,26,7,5,2020,7,5,2020,27,5,2020,1969-12-28 00:31:09.750000027,
2339,200759878,2020.0,1930632841.0,27744.53,66,2389,32,13,3,2020,13,3,2020,28,3,2020,1969-12-31 18:16:28.447265653,
2340,200769623,2020.0,1930715414.0,41371.19,66,3002,32,30,3,2020,30,3,2020,14,4,2020,1970-01-02 17:04:02.656250014,0-15
2341,200782001,2020.0,1930722615.0,45838.57,66,1131,18,30,3,2020,30,3,2020,14,4,2020,1970-01-01 10:10:05.359375014,0-15
2342,200353024,2020.0,1930875791.0,4337.9,66,737,36,7,5,2020,1,5,2020,24,5,2020,1969-12-28 08:18:08.218750024,
2343,200752302,2020.0,1930623282.0,19436.3,66,1587,18,12,3,2020,12,3,2020,27,3,2020,1970-01-02 03:17:56.250000027,0-15
2344,200759878,2020.0,1930691433.0,15170.72,66,2394,32,25,3,2020,25,3,2020,9,4,2020,1969-12-31 18:16:28.447265634,
2345,200729942,2020.0,1930764455.0,14298.9,66,2394,18,15,4,2020,15,4,2020,30,4,2020,1970-01-02 08:58:39.882812530,0-15
2346,200759878,2020.0,1930651169.0,22635.28,66,2393,32,15,3,2020,15,3,2020,30,3,2020,1969-12-31 18:16:28.447265655,
2347,200769623,2020.0,1930797575.0,53361.03,66,2997,32,18,4,2020,18,4,2020,3,5,2020,1970-01-02 16:26:12.234375003,0-15
2348,200780383,2020.0,1930776888.0,12701.42,66,1866,18,13,4,2020,13,4,2020,28,4,2020,1970-01-02 06:52:52.710937528,0-15
2349,200722444,2020.0,1930779192.0,22580.82,66,2112,11,13,4,2020,13,4,2020,15,5,2020,1970-01-02 08:10:59.312500015,0-15
2350,200761734,2020.0,1930839616.0,36127.22,66,1193,18,30,4,2020,30,4,2020,15,5,2020,1970-01-01 09:00:12.101562515,0-15
2351,200458131,2020.0,1930676772.0,2315.82,66,2835,18,27,3,2020,27,3,2020,11,4,2020,1970-01-04 05:43:24.593750011,0-15
2352,140105847,2020.0,2960620371.0,8428.14,66,1140,5,12,3,2020,14,3,2020,24,3,2020,1970-01-08 09:11:01.062500024,0-15
2353,200769623,2020.0,1930826531.0,5694.64,66,2995,32,27,4,2020,27,4,2020,12,5,2020,1970-01-02 17:04:02.656250012,0-15
2354,200726979,2020.0,1930630070.0,304.04,66,331,18,9,3,2020,9,3,2020,24,3,2020,1970-01-02 02:45:24.757812524,0-15
2355,200769623,2020.0,1930648204.0,943.12,66,3002,32,13,3,2020,13,3,2020,28,3,2020,1970-01-02 17:04:02.656250028,0-15
2356,200769623,2020.0,1930632638.0,161.79,66,2998,32,11,3,2020,11,3,2020,26,3,2020,1970-01-02 17:04:02.656250026,0-15
2357,200769623,2020.0,1930724303.0,39736.55,66,3005,32,30,3,2020,30,3,2020,14,4,2020,1970-01-02 17:04:02.656250014,0-15
2358,200803720,2020.0,1930773157.0,1230.68,66,725,36,10,4,2020,1,4,2020,24,4,2020,1969-12-28 18:01:56.375000024,
2359,200761734,2020.0,1930789403.0,1910.24,66,1193,31,15,4,2020,15,4,2020,19,6,2020,1969-12-31 09:23:48.750000019,
2360,100021489,2020.0,2960629016.0,10891.474999999999,66,2919,5,14,4,2020,17,4,2020,27,4,2020,1970-01-15 04:27:43.375000027,0-15
2361,200706844,2020.0,1930670860.0,8929.14,66,3069,18,20,3,2020,20,3,2020,4,4,2020,1970-01-09 05:06:09.875000004,0-15
2362,200936373,2020.0,1930731626.0,28030.44,66,2655,18,2,4,2020,2,4,2020,17,4,2020,1970-01-02 21:15:17.718750017,0-15
2363,200769623,2020.0,1930732958.0,3797.1,66,2997,32,2,4,2020,2,4,2020,17,4,2020,1970-01-02 17:04:02.656250017,0-15
2364,200761734,2020.0,1930654859.0,69760.16,66,1199,18,16,3,2020,16,3,2020,31,3,2020,1970-01-01 08:22:21.687500031,0-15
2365,200780383,2020.0,1930665460.0,71684.34,66,1869,31,18,3,2020,18,3,2020,22,5,2020,1970-01-01 06:38:38.943359397,0-15
2366,200290370,2020.0,1930822528.0,16096.09,66,234,18,24,4,2020,24,4,2020,9,5,2020,1970-01-01 15:00:04.757812509,0-15
2367,200772670,2020.0,1930644075.0,2506.99,66,185,46,13,3,2020,13,3,2020,28,3,2020,1970-01-02 05:28:31.546875028,0-15
2368,200741174,2020.0,1930617973.0,21133.48,66,1699,18,9,3,2020,9,3,2020,24,3,2020,1970-01-02 07:26:29.601562524,0-15
2369,200777735,2020.0,1930624335.0,16429.01,66,1980,18,9,3,2020,9,3,2020,24,3,2020,1970-01-01 17:41:32.726562524,0-15
2370,200744019,2020.0,1930813621.0,13758.34,66,2789,18,23,4,2020,23,4,2020,8,5,2020,1970-01-02 18:22:59.296875008,0-15
2371,200769623,2020.0,1930857675.0,22705.93,66,2999,32,4,5,2020,4,5,2020,19,5,2020,1970-01-02 17:04:02.656250019,0-15
2372,200769623,2020.0,1930842140.0,4312.51,66,3004,32,2,5,2020,2,5,2020,17,5,2020,1970-01-02 17:04:02.656250017,0-15
2373,200707822,2020.0,1930772247.0,120323.11,66,2224,18,9,4,2020,9,4,2020,24,4,2020,1970-01-02 02:52:19.835937524,0-15
2374,2013,2020.0,1930582765.0,115417.74,66,1538,65,1,3,2020,1,3,2020,1,3,2020,1970-02-11 12:33:04.250000001,31-45
2375,200769623,2020.0,1930773390.0,45802.34,66,3002,32,10,4,2020,10,4,2020,25,4,2020,1970-01-02 16:26:12.234375025,0-15
2376,200744019,2020.0,1930705574.0,37884.32,66,2793,18,27,3,2020,27,3,2020,11,4,2020,1970-01-04 10:43:01.875000011,0-15
2377,200696090,2020.0,1930788396.0,6940.42,66,2893,18,20,4,2020,20,4,2020,5,5,2020,1970-01-03 23:22:33.468750005,0-15
2378,200416837,2020.0,1930856795.0,2640.37,66,726,34,5,5,2020,1,5,2020,11,5,2020,1969-12-28 08:18:08.218750011,
2379,200769623,2020.0,1930665743.0,287.41,66,3005,32,18,3,2020,18,3,2020,2,4,2020,1970-01-02 17:04:02.656250002,0-15
2380,200769623,2020.0,1930629320.0,3287.27,66,3004,32,11,3,2020,11,3,2020,26,3,2020,1970-01-02 17:04:02.656250026,0-15
2381,200759878,2020.0,1930687664.0,29380.12,66,2391,32,23,3,2020,23,3,2020,7,4,2020,1969-12-31 18:16:28.447265632,
2382,200772595,2020.0,1930758183.0,130982.58,66,2399,18,8,4,2020,8,4,2020,23,4,2020,1970-01-02 05:59:28.921875023,0-15
2383,200769623,2020.0,1930672455.0,7536.45,66,3000,32,20,3,2020,20,3,2020,4,4,2020,1970-01-02 17:04:02.656250004,0-15
2384,200799367,2020.0,1930798127.0,11534.46,66,1834,18,23,4,2020,23,4,2020,8,5,2020,1970-01-02 06:52:52.710937508,0-15
2385,200920735,2020.0,1930641399.0,3730.8,66,77,31,12,3,2020,12,3,2020,16,5,2020,1970-01-11 16:24:50.125000016,0-15
2386,200762301,2020.0,1930828663.0,33253.8,66,445,24,27,4,2020,27,4,2020,12,5,2020,1969-12-31 23:32:37.535156262,
2387,200078854,2020.0,1930859293.0,6910.84,66,2919,18,5,5,2020,5,5,2020,20,5,2020,1970-01-04 21:36:10.531250020,0-15
2388,200759878,2020.0,1930744090.0,14048.9,66,2392,32,6,4,2020,6,4,2020,21,4,2020,1969-12-31 18:16:28.447265646,
2389,200769623,2020.0,1930720103.0,30133.41,66,3002,32,31,3,2020,31,3,2020,15,4,2020,1970-01-02 17:04:02.656250015,0-15
2390,200799367,2020.0,1930623699.0,102023.84,66,1839,18,10,3,2020,10,3,2020,25,3,2020,1970-01-02 06:15:02.312500025,0-15
2391,200769623,2020.0,1930888383.0,35338.36,66,3002,32,12,5,2020,12,5,2020,27,5,2020,1970-01-02 17:04:02.656250027,0-15
2392,200762301,2020.0,1930666434.0,15343.76,66,450,31,18,3,2020,18,3,2020,22,5,2020,1969-12-31 05:52:28.039062522,
2393,200794332,2020.0,1930706278.0,29046.97,66,631,20,27,3,2020,27,3,2020,11,4,2020,1969-12-31 20:49:41.123046886,
2394,200936373,2020.0,1930710882.0,4738.53,66,2662,18,30,3,2020,30,3,2020,14,4,2020,1970-01-02 21:15:17.718750014,0-15
2395,200739006,2020.0,1930821683.0,27636.0,66,58,18,24,4,2020,24,4,2020,9,5,2020,1970-01-07 07:46:51.812500009,0-15
2396,140104234,2020.0,2960620513.0,2090.62,66,2919,5,11,3,2020,13,3,2020,23,3,2020,1970-01-15 01:58:57.125000023,0-15
2397,200704858,2020.0,1930578131.0,4353.85,66,2971,18,28,2,2020,28,2,2020,14,3,2020,1970-01-04 02:56:14.156250014,0-15
2398,200759878,2020.0,1930857185.0,26121.36,66,2389,32,5,5,2020,5,5,2020,20,5,2020,1969-12-31 18:16:28.447265645,
2399,200792293,2020.0,1930748743.0,40708.42,66,2887,18,5,4,2020,5,4,2020,20,4,2020,1970-01-04 06:32:49.718750020,0-15
2400,200772670,2020.0,1930641694.0,35995.89,66,186,46,11,3,2020,11,3,2020,26,3,2020,1970-01-02 05:28:31.546875026,0-15
2401,200793830,2020.0,1930855642.0,139089.37,66,1720,18,4,5,2020,4,5,2020,19,5,2020,1970-01-02 06:15:02.312500019,0-15
2402,200759878,2020.0,1930586537.0,83921.38,66,2388,32,3,3,2020,3,3,2020,18,3,2020,1969-12-31 17:38:38.033203143,
2403,200769623,2020.0,1930717832.0,23456.6,66,3002,32,31,3,2020,31,3,2020,15,4,2020,1970-01-02 17:04:02.656250015,0-15
2404,140104429,2020.0,2960629614.0,25107.054,66,637,5,20,4,2020,30,4,2020,10,5,2020,1970-01-05 13:30:44.781250010,0-15
2405,200793830,2020.0,1930777945.0,18198.19,66,1718,18,11,4,2020,11,4,2020,26,4,2020,1970-01-02 06:52:52.710937526,0-15
2406,200148860,2020.0,1930695991.0,52978.25,66,817,18,25,3,2020,25,3,2020,9,4,2020,1969-12-29 10:35:55.859375009,
2407,200799342,2020.0,1930670709.0,15533.94,66,1933,18,19,3,2020,19,3,2020,3,4,2020,1970-01-01 17:41:32.726562503,0-15
2408,200915438,2020.0,1930630381.0,22375.06,66,1174,18,13,3,2020,13,3,2020,28,3,2020,1970-01-01 19:17:58.523437528,0-15
2409,200748108,2020.0,1930595863.0,114141.69,66,1583,18,3,3,2020,3,3,2020,18,3,2020,1970-01-02 02:40:05.851562518,0-15
2410,200965912,2020.0,1930602606.0,153167.36,66,433,24,4,3,2020,4,3,2020,19,3,2020,1970-01-01 03:44:40.835937519,0-15
2411,200759878,2020.0,1930666942.0,30040.31,66,2390,32,20,3,2020,20,3,2020,4,4,2020,1969-12-31 18:16:28.447265629,
2412,200780383,2020.0,1930830352.0,30839.56,66,1872,18,27,4,2020,27,4,2020,12,5,2020,1970-01-02 06:52:52.710937512,0-15
2413,200466603,2020.0,1930718764.0,127331.57,66,2538,18,30,3,2020,30,3,2020,14,4,2020,1970-01-01 21:00:55.250000014,0-15
2414,200769623,2020.0,1930705839.0,48746.83,66,3002,32,27,3,2020,27,3,2020,11,4,2020,1970-01-02 16:26:12.234375011,0-15
2415,140104249,2020.0,2960624674.0,52447.808,66,2575,5,29,3,2020,6,4,2020,16,4,2020,1970-01-06 14:42:58.125000016,0-15
2416,200744019,2020.0,1930723086.0,5.54,66,2788,65,31,3,2020,31,3,2020,15,4,2020,1970-03-11 23:21:59.000000015,Greatar than 60
2417,140104440,2020.0,2960630101.0,29706.788999999997,66,2558,5,20,4,2020,22,4,2020,2,5,2020,1970-01-07 13:56:19.875000002,0-15
2418,200387240,2020.0,1930566753.0,4053.24,66,2919,9,27,2,2020,27,2,2020,8,3,2020,1970-01-06 16:35:31.531250008,0-15
2419,200799367,2020.0,1930617048.0,50050.8,66,1836,18,8,3,2020,8,3,2020,23,3,2020,1970-01-02 06:15:02.312500023,0-15
2420,200769623,2020.0,1930685072.0,5514.9,66,3004,32,22,3,2020,22,3,2020,6,4,2020,1970-01-02 17:04:02.656250006,0-15
2421,200769623,2020.0,1930665593.0,37627.36,66,3001,32,19,3,2020,19,3,2020,3,4,2020,1970-01-02 17:04:02.656250003,0-15
2422,200726979,2020.0,1930606975.0,459.5,66,332,18,5,3,2020,5,3,2020,20,3,2020,1970-01-02 02:45:24.757812520,0-15
2423,200769623,2020.0,1930839705.0,56383.84,66,2997,32,1,5,2020,1,5,2020,16,5,2020,1970-01-02 15:04:20.171875016,0-15
2424,200230690,2020.0,1930804366.0,65.28,66,739,33,21,4,2020,16,4,2020,23,4,2020,1969-12-28 09:40:00.281250023,
2425,200761734,2020.0,1930809403.0,44028.59,66,1195,18,24,4,2020,24,4,2020,9,5,2020,1970-01-01 09:00:12.101562509,0-15
2426,200769623,2020.0,1930854550.0,6055.46,66,3005,32,5,5,2020,5,5,2020,20,5,2020,1970-01-02 17:04:02.656250020,0-15
2427,200434439,2020.0,1930820310.0,1714.59,66,259,18,29,4,2020,29,4,2020,14,5,2020,1970-01-01 16:27:59.734375014,0-15
2428,140104440,2020.0,2960625640.0,72623.355,66,2560,5,31,3,2020,31,3,2020,10,4,2020,1970-01-07 12:45:42.562500010,0-15
2429,200769623,2020.0,1930599001.0,12219.74,66,3000,32,4,3,2020,4,3,2020,19,3,2020,1970-01-02 17:04:02.656250019,0-15
2430,200762301,2020.0,1930681157.0,458.71,66,445,24,22,3,2020,22,3,2020,6,4,2020,1969-12-31 23:32:37.535156256,
2431,200726979,2020.0,1930577751.0,559.92,66,334,18,27,2,2020,27,2,2020,13,3,2020,1970-01-02 02:45:24.757812513,0-15
2432,200331749,2020.0,1930645608.0,2063.32,66,2713,18,12,3,2020,12,3,2020,27,3,2020,1970-01-02 08:51:22.531250027,0-15
2433,2002,2020.0,1930646789.0,4045.44,66,1547,30,17,3,2020,17,3,2020,21,4,2020,1970-01-08 20:34:15.125000021,0-15
2434,200769623,2020.0,1930830708.0,43971.16,66,2997,32,28,4,2020,28,4,2020,13,5,2020,1970-01-02 17:04:02.656250013,0-15
2435,200769623,2020.0,1930719166.0,53555.91,66,2995,32,30,3,2020,30,3,2020,14,4,2020,1970-01-02 16:26:12.234375014,0-15
2436,140104409,2020.0,2960624984.0,192820.74,66,1674,5,2,4,2020,10,4,2020,20,4,2020,1970-01-05 21:26:51.156250020,0-15
2437,200754278,2020.0,1930880906.0,575.3,66,1809,18,9,5,2020,9,5,2020,24,5,2020,1970-01-02 07:26:29.601562524,0-15
2438,200769623,2020.0,1930714381.0,16223.52,66,2996,32,28,3,2020,28,3,2020,12,4,2020,1970-01-02 17:04:02.656250012,0-15
2439,200965912,2020.0,1930777751.0,65974.0,66,436,24,13,4,2020,13,4,2020,28,4,2020,1970-01-01 03:44:40.835937528,0-15
2440,200743123,2020.0,1930768031.0,64679.1,66,1581,18,9,4,2020,9,4,2020,24,4,2020,1970-01-02 02:40:05.851562524,0-15
2441,200769623,2020.0,1930593003.0,43296.6,66,3001,32,4,3,2020,4,3,2020,19,3,2020,1970-01-02 17:04:02.656250019,0-15
2442,200712187,2020.0,1930788905.0,84177.37,66,2603,18,14,4,2020,14,4,2020,29,4,2020,1970-01-02 17:45:08.875000029,0-15
2443,200793088,2020.0,1930703385.0,41185.7,66,763,18,26,3,2020,26,3,2020,10,4,2020,1969-12-31 05:53:33.699218760,
2444,200762301,2020.0,1930772370.0,58611.77,66,450,24,11,4,2020,11,4,2020,26,4,2020,1969-12-31 22:54:47.122558620,
2445,140104229,2020.0,2960613785.0,1722.1679999999997,66,2919,5,29,2,2020,4,3,2020,14,3,2020,1970-01-13 05:11:42.375000014,0-15
2446,200769623,2020.0,1930793224.0,28010.02,66,3004,32,18,4,2020,18,4,2020,3,5,2020,1970-01-02 17:04:02.656250003,0-15
2447,140106181,2020.0,2960618244.0,14976.78,66,2809,5,2,3,2020,11,3,2020,21,3,2020,1970-02-18 19:07:48.000000021,46-60
2448,200762301,2020.0,1930837839.0,112708.29,66,446,24,30,4,2020,30,4,2020,15,5,2020,1969-12-31 22:54:47.122558609,
2449,200769623,2020.0,1930657367.0,15452.7,66,3000,32,17,3,2020,17,3,2020,1,4,2020,1970-01-02 17:04:02.656250001,0-15
2450,200769623,2020.0,1930665659.0,4821.77,66,3005,32,19,3,2020,19,3,2020,3,4,2020,1970-01-02 17:04:02.656250003,0-15
2451,200769623,2020.0,1930862526.0,32013.22,66,3001,32,6,5,2020,6,5,2020,21,5,2020,1970-01-02 17:04:02.656250021,0-15
2452,200726979,2020.0,1930635790.0,1676.66,66,324,18,11,3,2020,11,3,2020,26,3,2020,1970-01-02 02:45:24.757812526,0-15
2453,200769623,2020.0,1930576187.0,271.06,66,3004,32,27,2,2020,27,2,2020,13,3,2020,1970-01-02 17:04:02.656250013,0-15
2454,200762301,2020.0,1930711416.0,25819.7,66,451,24,28,3,2020,28,3,2020,12,4,2020,1969-12-31 23:32:37.535156262,
2455,200794332,2020.0,1930594286.0,11811.62,66,629,20,6,3,2020,6,3,2020,21,3,2020,1969-12-31 20:49:41.123046896,
2456,200761734,2020.0,1930798712.0,78541.64,66,1193,18,17,4,2020,17,4,2020,2,5,2020,1970-01-01 08:22:21.687500002,0-15
2457,200002965,2020.0,1930599265.0,21006.74,66,731,33,4,3,2020,1,3,2020,8,3,2020,1969-12-28 08:18:08.218750008,
2458,200790107,2020.0,1930670468.0,16630.96,66,2370,24,19,3,2020,19,3,2020,3,4,2020,1970-01-02 00:41:05.476562503,0-15
2459,200769623,2020.0,1930605480.0,5285.21,66,3002,32,6,3,2020,6,3,2020,21,3,2020,1970-01-02 17:04:02.656250021,0-15
2460,200769623,2020.0,1930796310.0,33355.12,66,2999,32,15,4,2020,15,4,2020,30,4,2020,1970-01-02 17:04:02.656250030,0-15
2461,200726979,2020.0,1930610876.0,98.86,66,327,18,6,3,2020,6,3,2020,21,3,2020,1970-01-02 02:45:24.757812521,0-15
2462,200771157,2020.0,1930834170.0,104432.16,66,3038,18,29,4,2020,29,4,2020,14,5,2020,1970-01-09 02:06:58.937500014,0-15
2463,200803720,2020.0,1930872145.0,6194.3,66,726,34,7,5,2020,1,5,2020,11,5,2020,1969-12-28 18:01:56.375000011,
2464,200769623,2020.0,1930844798.0,43275.54,66,2998,32,30,4,2020,30,4,2020,15,5,2020,1970-01-02 17:04:02.656250015,0-15
2465,140105847,2020.0,2960627996.0,14184.8,66,1142,5,23,4,2020,24,4,2020,4,5,2020,1970-01-08 09:11:01.062500004,0-15
2466,200769623,2020.0,1930593199.0,3007.94,66,2998,32,4,3,2020,4,3,2020,19,3,2020,1970-01-02 17:04:02.656250019,0-15
2467,200704045,2020.0,1930738294.0,20247.87,66,2257,31,2,4,2020,2,4,2020,6,6,2020,1969-12-31 22:17:10.882324225,
2468,200759878,2020.0,1930585847.0,17020.81,66,2395,31,2,3,2020,2,3,2020,6,5,2020,1970-01-01 09:22:16.519531256,0-15
2469,200020431,2020.0,1930818176.0,4629.2,66,722,36,23,4,2020,16,4,2020,9,5,2020,1969-12-28 09:40:00.281250009,
2470,200726979,2020.0,1930653624.0,33.18,66,334,18,15,3,2020,15,3,2020,30,3,2020,1970-01-02 03:30:54.984375030,0-15
2471,200769623,2020.0,1930579983.0,943.12,66,2995,32,27,2,2020,27,2,2020,13,3,2020,1970-01-02 17:04:02.656250013,0-15
2472,200592182,2020.0,1930789791.0,1093.2,66,734,36,16,4,2020,1,4,2020,24,4,2020,1969-12-28 08:18:08.218750024,
2473,200729942,2020.0,1930801871.0,27982.12,66,2390,18,20,4,2020,20,4,2020,5,5,2020,1970-01-02 08:58:39.882812505,0-15
2474,200762950,2020.0,1930586097.0,40951.88,66,1234,18,2,3,2020,2,3,2020,17,3,2020,1970-01-01 13:48:15.171875017,0-15
2475,200568183,2020.0,1930729983.0,36851.37,66,2919,18,1,4,2020,1,4,2020,16,4,2020,1970-01-04 20:14:18.468750016,0-15
2476,200769623,2020.0,1930729088.0,4342.01,66,3000,32,2,4,2020,2,4,2020,17,4,2020,1970-01-02 17:04:02.656250017,0-15
2477,200769623,2020.0,1930688658.0,10322.31,66,3001,32,24,3,2020,24,3,2020,8,4,2020,1970-01-02 17:04:02.656250008,0-15
2478,200881076,2020.0,1930767625.0,111153.5,66,77,18,8,4,2020,8,4,2020,23,4,2020,1970-01-07 14:31:33.250000023,0-15
2479,200769623,2020.0,1930723490.0,52512.16,66,3004,32,30,3,2020,30,3,2020,14,4,2020,1970-01-02 16:26:12.234375014,0-15
2480,200769623,2020.0,1930721709.0,19465.71,66,3000,32,31,3,2020,31,3,2020,15,4,2020,1970-01-02 17:04:02.656250015,0-15
2481,100031704,2020.0,1930654965.0,16942.22,66,750,18,16,3,2020,16,3,2020,31,3,2020,1970-01-01 04:17:20.480468781,0-15
2482,200769623,2020.0,1930873171.0,3403.8,66,3004,32,9,5,2020,9,5,2020,24,5,2020,1970-01-02 17:04:02.656250024,0-15
2483,200799367,2020.0,1930844729.0,23227.51,66,1829,18,1,5,2020,1,5,2020,16,5,2020,1970-01-02 05:31:00.656250016,0-15
2484,200744019,2020.0,1930801487.0,11123.78,66,2789,18,20,4,2020,20,4,2020,5,5,2020,1970-01-02 18:22:59.296875005,0-15
2485,200726979,2020.0,1930773792.0,1135.98,66,334,18,11,4,2020,11,4,2020,26,4,2020,1970-01-02 02:45:24.757812526,0-15
2486,200744019,2020.0,1930787963.0,1528.04,66,2791,18,16,4,2020,16,4,2020,1,5,2020,1970-01-02 18:22:59.296875001,0-15
2487,200769369,2020.0,1930752305.0,52442.0,66,780,18,6,4,2020,6,4,2020,21,4,2020,1969-12-31 05:15:43.289062521,
2488,200769623,2020.0,1930647737.0,14967.62,66,2996,32,16,3,2020,16,3,2020,31,3,2020,1970-01-02 17:04:02.656250031,0-15
2489,200772595,2020.0,1930829457.0,127649.9,66,2406,18,29,4,2020,29,4,2020,14,5,2020,1970-01-02 05:59:28.921875014,0-15
2490,200739534,2020.0,1930631018.0,40741.78,66,2035,18,10,3,2020,10,3,2020,25,3,2020,1970-01-02 07:04:57.039062525,0-15
2491,200803720,2020.0,1930618816.0,413.4,66,721,36,7,3,2020,1,3,2020,24,3,2020,1969-12-28 18:01:56.375000024,
2492,200726979,2020.0,1930780648.0,767.38,66,326,18,12,4,2020,12,4,2020,27,4,2020,1970-01-02 02:45:24.757812527,0-15
2493,200769623,2020.0,1930753366.0,46013.07,66,3001,32,7,4,2020,7,4,2020,22,4,2020,1970-01-02 16:26:12.234375022,0-15
2494,200980828,2020.0,1930679032.0,5613.84,66,305,11,25,3,2020,25,3,2020,26,4,2020,1969-12-30 05:29:40.687500026,
2495,140104423,2020.0,2960627575.0,57494.61899999999,66,1895,5,14,4,2020,16,4,2020,26,4,2020,1970-01-06 01:13:51.937500026,0-15
2496,200744019,2020.0,1930683037.0,7664.54,66,2792,18,21,3,2020,21,3,2020,5,4,2020,1970-01-04 10:43:01.875000005,0-15
2497,200704858,2020.0,1930593775.0,152814.09,66,2970,18,4,3,2020,4,3,2020,19,3,2020,1970-01-04 02:18:23.750000019,0-15
2498,200769623,2020.0,1930705163.0,30191.79,66,2996,32,27,3,2020,27,3,2020,11,4,2020,1970-01-02 17:04:02.656250011,0-15
2499,200769623,2020.0,1930847683.0,51462.76,66,3004,32,2,5,2020,2,5,2020,17,5,2020,1970-01-02 16:26:12.234375017,0-15
2500,200769623,2020.0,1930581407.0,6879.89,66,3004,32,29,2,2020,29,2,2020,15,3,2020,1970-01-02 17:04:02.656250015,0-15
2501,200781803,2020.0,1930639577.0,14573.25,66,1451,18,12,3,2020,12,3,2020,27,3,2020,1970-01-02 02:44:19.359375027,0-15
2502,200772670,2020.0,1930749321.0,15633.57,66,192,46,4,4,2020,4,4,2020,19,4,2020,1970-01-02 05:28:31.546875019,0-15
2503,200726979,2020.0,1930723885.0,226.11,66,327,18,31,3,2020,31,3,2020,15,4,2020,1970-01-02 02:45:24.757812515,0-15
2504,200704858,2020.0,1930731833.0,103344.24,66,2971,18,3,4,2020,3,4,2020,18,4,2020,1970-01-04 02:18:23.750000018,0-15
2505,200148860,2020.0,1930651987.0,40969.78,66,817,18,15,3,2020,15,3,2020,30,3,2020,1969-12-29 11:13:46.281250030,
2506,100033394,2020.0,1930648003.0,13074.0,66,1949,3,13,3,2020,13,3,2020,8,5,2020,1970-01-02 16:07:12.953125008,0-15
2507,200609331,2020.0,1930809376.0,13806.49,66,1560,18,21,4,2020,21,4,2020,6,5,2020,1970-01-01 17:00:31.203125006,0-15
2508,200792734,2020.0,1930687367.0,142176.7,66,1855,18,23,3,2020,23,3,2020,7,4,2020,1970-01-02 06:15:02.312500007,0-15
2509,200769623,2020.0,1930647752.0,21931.11,66,3003,32,14,3,2020,14,3,2020,29,3,2020,1970-01-02 17:04:02.656250029,0-15
2510,200762301,2020.0,1930799161.0,40999.22,66,446,24,20,4,2020,20,4,2020,5,5,2020,1969-12-31 23:32:37.535156255,
2511,200726979,2020.0,1930623673.0,1007.25,66,330,18,9,3,2020,9,3,2020,24,3,2020,1970-01-02 02:45:24.757812524,0-15
2512,140105785,2020.0,2960623325.0,40373.689999999995,66,2493,5,23,3,2020,25,3,2020,4,4,2020,1970-01-09 14:21:58.375000004,0-15
2513,200803720,2020.0,1930698888.0,2063.32,66,718,36,25,3,2020,16,3,2020,8,4,2020,1969-12-28 19:23:48.437500008,
2514,200769623,2020.0,1930739028.0,16307.51,66,2997,32,4,4,2020,4,4,2020,19,4,2020,1970-01-02 17:04:02.656250019,0-15
2515,200744019,2020.0,1930802106.0,4676.58,66,2795,18,20,4,2020,20,4,2020,5,5,2020,1970-01-04 10:43:01.875000005,0-15
2516,200794332,2020.0,1930850179.0,32988.04,66,627,20,4,5,2020,4,5,2020,19,5,2020,1969-12-31 20:49:41.123046894,
